time_s,ref_speed_kmh,segment,expected_phase,segment_desc
63.4,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
63.5,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
63.6,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
63.7,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
63.8,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
63.9,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
64.0,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
64.1,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
64.2,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
64.3,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
64.4,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
64.5,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
64.6,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
64.7,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
64.8,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
64.9,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
65.0,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
65.1,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
65.2,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
65.3,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
65.4,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
65.5,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
65.6,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
65.7,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
65.8,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
65.9,40.00,3,DRIVE,緩減速0.8(エンブレ未満→アクセル調整=DRIVE)→巡航40
66.0,40.17,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
66.1,40.34,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
66.2,40.51,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
66.3,40.68,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
66.4,40.85,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
66.5,41.02,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
66.6,41.19,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
66.7,41.36,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
66.8,41.53,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
66.9,41.69,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
67.0,41.86,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
67.1,42.03,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
67.2,42.20,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
67.3,42.37,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
67.4,42.54,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
67.5,42.71,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
67.6,42.88,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
67.7,43.05,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
67.8,43.22,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
67.9,43.39,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
68.0,43.56,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
68.1,43.73,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
68.2,43.90,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
68.3,44.07,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
68.4,44.24,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
68.5,44.41,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
68.6,44.58,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
68.7,44.75,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
68.8,44.92,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
68.9,45.08,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
69.0,45.25,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
69.1,45.42,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
69.2,45.59,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
69.3,45.76,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
69.4,45.93,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
69.5,46.10,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
69.6,46.27,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
69.7,46.44,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
69.8,46.61,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
69.9,46.78,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
70.0,46.95,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
70.1,47.12,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
70.2,47.29,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
70.3,47.46,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
70.4,47.63,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
70.5,47.80,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
70.6,47.97,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
70.7,48.14,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
70.8,48.31,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
70.9,48.47,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
71.0,48.64,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
71.1,48.81,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
71.2,48.98,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
71.3,49.15,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
71.4,49.32,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
71.5,49.49,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
71.6,49.66,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
71.7,49.83,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
71.8,50.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
71.9,50.17,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
72.0,50.34,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
72.1,50.51,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
72.2,50.68,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
72.3,50.85,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
72.4,51.02,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
72.5,51.19,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
72.6,51.36,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
72.7,51.53,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
72.8,51.69,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
72.9,51.86,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
73.0,52.03,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
73.1,52.20,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
73.2,52.37,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
73.3,52.54,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
73.4,52.71,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
73.5,52.88,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
73.6,53.05,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
73.7,53.22,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
73.8,53.39,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
73.9,53.56,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
74.0,53.73,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
74.1,53.90,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
74.2,54.07,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
74.3,54.24,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
74.4,54.41,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
74.5,54.58,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
74.6,54.75,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
74.7,54.92,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
74.8,55.08,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
74.9,55.25,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
75.0,55.42,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
75.1,55.59,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
75.2,55.76,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
75.3,55.93,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
75.4,56.10,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
75.5,56.27,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
75.6,56.44,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
75.7,56.61,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
75.8,56.78,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
75.9,56.95,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
76.0,57.12,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
76.1,57.29,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
76.2,57.46,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
76.3,57.63,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
76.4,57.80,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
76.5,57.97,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
76.6,58.14,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
76.7,58.31,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
76.8,58.47,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
76.9,58.64,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
77.0,58.81,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
77.1,58.98,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
77.2,59.15,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
77.3,59.32,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
77.4,59.49,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
77.5,59.66,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
77.6,59.83,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
77.7,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
77.8,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
77.9,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
78.0,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
78.1,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
78.2,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
78.3,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
78.4,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
78.5,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
78.6,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
78.7,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
78.8,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
78.9,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
79.0,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
79.1,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
79.2,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
79.3,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
79.4,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
79.5,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
79.6,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
79.7,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
79.8,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
79.9,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
80.0,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
80.1,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
80.2,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
80.3,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
80.4,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
80.5,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
80.6,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
80.7,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
80.8,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
80.9,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
81.0,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
81.1,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
81.2,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
81.3,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
81.4,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
81.5,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
81.6,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
81.7,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
81.8,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
81.9,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
82.0,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
82.1,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
82.2,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
82.3,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
82.4,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
82.5,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
82.6,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
82.7,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
82.8,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
82.9,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
83.0,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
83.1,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
83.2,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
83.3,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
83.4,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
83.5,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
83.6,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
83.7,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
83.8,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
83.9,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
84.0,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
84.1,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
84.2,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
84.3,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
84.4,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
84.5,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
84.6,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
84.7,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
84.8,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
84.9,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
85.0,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
85.1,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
85.2,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
85.3,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
85.4,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
85.5,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
85.6,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
85.7,60.00,4,DRIVE,中率加速→巡航60(最頻帯50-70代表)
85.8,59.85,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
85.9,59.70,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
86.0,59.55,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
86.1,59.40,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
86.2,59.25,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
86.3,59.09,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
86.4,58.94,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
86.5,58.79,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
86.6,58.64,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
86.7,58.49,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
86.8,58.34,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
86.9,58.19,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
87.0,58.04,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
87.1,57.89,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
87.2,57.74,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
87.3,57.58,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
87.4,57.43,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
87.5,57.28,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
87.6,57.13,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
87.7,56.98,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
87.8,56.83,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
87.9,56.68,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
88.0,56.53,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
88.1,56.38,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
88.2,56.23,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
88.3,56.08,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
88.4,55.92,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
88.5,55.77,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
88.6,55.62,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
88.7,55.47,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
88.8,55.32,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
88.9,55.17,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
89.0,55.02,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
89.1,54.87,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
89.2,54.72,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
89.3,54.57,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
89.4,54.42,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
89.5,54.26,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
89.6,54.11,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
89.7,53.96,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
89.8,53.81,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
89.9,53.66,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
90.0,53.51,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
90.1,53.36,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
90.2,53.21,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
90.3,53.06,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
90.4,52.91,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
90.5,52.75,5,COAST,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
90.6,52.60,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
90.7,52.45,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
90.8,52.30,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
90.9,52.15,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
91.0,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
91.1,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
91.2,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
91.3,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
91.4,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
91.5,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
91.6,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
91.7,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
91.8,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
91.9,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
92.0,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
92.1,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
92.2,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
92.3,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
92.4,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
92.5,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
92.6,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
92.7,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
92.8,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
92.9,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
93.0,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
93.1,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
93.2,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
93.3,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
93.4,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
93.5,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
93.6,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
93.7,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
93.8,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
93.9,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
94.0,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
94.1,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
94.2,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
94.3,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
94.4,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
94.5,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
94.6,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
94.7,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
94.8,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
94.9,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
95.0,52.00,5,DRIVE,惰行減速1.5(エンジンブレーキ帯=COAST)→巡航52
95.1,52.37,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
95.2,52.74,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
95.3,53.11,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
95.4,53.47,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
95.5,53.84,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
95.6,54.21,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
95.7,54.58,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
95.8,54.95,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
95.9,55.32,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
96.0,55.68,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
96.1,56.05,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
96.2,56.42,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
96.3,56.79,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
96.4,57.16,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
96.5,57.53,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
96.6,57.89,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
96.7,58.26,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
96.8,58.63,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
96.9,59.00,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
97.0,59.37,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
97.1,59.74,6,DRIVE,高率加速(p90)→巡航80(70-90帯代表)
